id,name,Twitterkonto,Riksdagens person-id,Riksdagen person GUID,Svenskt Biografiskt Lexikon-ID,tillhör politiskt parti,party,district,chamber,start,end,occupation,gender,specifier,riksdagen_id,born,party_abbrev,twittername
per_westerberg_4c4caf,Per Westerberg,,031005479013,d7c31a4b-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,1982,1985,civilekonom,man,,31005479013.0,1951.0,M,
per-ola_eriksson_ae2a25,Per-Ola Eriksson,,0405574090504,c6f5ba89-7dc4-4238-aa12-3eb8cd6ed893,,Centerpartiet,Centerpartiet,Norrbottens län,Enkammarriksdagen,1982,1985,ombudsman,man,,405574090504.0,1946.0,C,
per-olof_strindberg_9832d5,Per-Olof Strindberg,,050953706196,9b5fbdbc-3ac5-435f-b79a-a0db752ac6ab,,Moderaterna,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1982,1985,länsombudsman,man,,50953706196.0,1920.0,M,
per-richard_molen_f8ad45,Per-Richard Molén,,0988598877109,d7c319e8-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Västernorrlands län,Enkammarriksdagen,1982,1985,företagare,man,,988598877109.0,1933.0,M,
par_granstedt_1d86f0,Pär Granstedt,,0470593486100,6a003acc-f26c-4e68-9737-8dd0968d0819,,Centerpartiet,Centerpartiet,Stockholms län,Enkammarriksdagen,1982,1985,filosofie kandidat,man,,470593486100.0,1945.0,C,
ralf_lindstrom_78d2f7,Ralf Lindström,,0903544136890,335e9366-fc48-4204-a69a-1018540c0577,,Socialdemokraterna,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1982,1985,ombudsman,man,,903544136890.0,1923.0,S,
roland_brannstrom_0e24d3,Roland Brännström,,0822327872306,fb667890-e8b9-4cec-86b1-ab8de51858f1,,Socialdemokraterna,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1982,1985,verkmästare,man,,822327872306.0,1930.0,S,
roland_sundgren_556fa9,Roland Sundgren,,02127524105,ed8b2568-cdd4-4821-94e3-18479e68e8bf,,Socialdemokraterna,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1982,1985,ombudsman,man,,2127524105.0,1929.0,S,
rolf_clarkson_b73cf4,Rolf Clarkson,,0156214148697,824a2a95-fc4a-4e41-b1f0-56cd5ce9cfb6,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,direktör,man,,156214148697.0,1923.0,M,
rolf_dahlberg_05dc2f,Rolf Dahlberg,,0544569681404,6b88fb22-d5b8-48cb-8731-b00fc33d58bb,,Moderaterna,Moderata samlingspartiet,Gävleborgs län,Enkammarriksdagen,1982,1985,yrkesvalslärare,man,,544569681404.0,1934.0,M,
rosa_osth_fb9119,Rosa Östh,,0976559189807,a6eb2dbc-c323-4b19-bad7-019100ac2a02,,Centerpartiet,Centerpartiet,Uppsala län,Enkammarriksdagen,1982,1985,lantbrukare,woman,,976559189807.0,1935.0,C,
rune_evensson_b0ae1a,Rune Evensson,,0432629750500,7ecb417e-f338-462e-b225-720fe4dd3942,,Socialdemokraterna,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,ombudsman,man,,432629750500.0,1935.0,S,
rune_ryden_11557e,Rune Rydén,,0559791876105,0e3286f9-c5ad-4c82-bc63-195729feee39,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,filosofie licentiat,man,,559791876105.0,1939.0,M,
rune_angstrom_0b9152,Rune Ångström,,0747484716698,e6b8f4a3-911e-4036-a746-ed74bc18620a,,Liberalerna,Folkpartiet,Västerbottens län,Enkammarriksdagen,1982,1985,direktör,man,,747484716698.0,1923.0,L,
siri_haggmark_22b11f,Siri Häggmark,,0854683362596,8510f52b-fa5e-49ad-a90d-5ad73d0ebaf0,,Moderaterna,Moderata samlingspartiet,Bohuslän,Enkammarriksdagen,1982,1985,distriktssköterska,woman,,854683362596.0,1920.0,M,
sonja_rembo_516b44,Sonja Rembo,,0872218435908,497d0c3e-c491-40c1-918f-40abf795a63a,,Moderaterna,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1982,1985,sekreterare,woman,,872218435908.0,1933.0,M,
sten_sture_paterson_63f54a,Sten Sture Paterson,,0283853469394,0ae6d96d-9adf-47f4-9ddd-e7d68c49a346,,Moderaterna,Moderata samlingspartiet,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,filosofie doktor,man,,283853469394.0,1919.0,M,
sten_ostlund_eac273,Sten Östlund,,06517287603,8747cb84-3c9c-410b-8db7-69dc5d6528bd,,Socialdemokraterna,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1982,1985,metallarbetare,man,,6517287603.0,1931.0,S,
sten-ove_sundstrom_103924,Sten-Ove Sundström,,0882262949208,ab4c6d5f-876e-4980-86c4-e16dabddf211,,Socialdemokraterna,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1982,1985,järnverksarbetare,man,,882262949208.0,1942.0,S,
stig_alemyr_4a2e1e,Stig Alemyr,,0469915585804,bcac922c-968e-444b-aea6-bb844d43a856,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1982,1985,rektor,man,,469915585804.0,1924.0,S,
stig_josefson_7892ad,Stig Josefson,,0177163145690,1b5354c0-e1b2-45b5-b8c9-c4382e1ebe8a,,Centerpartiet,Centerpartiet,Malmöhus län,Enkammarriksdagen,1982,1985,lantbrukare,man,,177163145690.0,1921.0,C,
sture_thun_986f44,Sture Thun,,0127096240702,366bb944-025a-4a8c-ac56-0c53796fea00,,Socialdemokraterna,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,elmästare,man,,127096240702.0,1929.0,S,
sven_eric_lorentzon_cc975e,Sven Eric Lorentzon,,0906916983202,9352d272-1e6a-4368-9f44-b85f12665ed9,,Moderaterna,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1982,1985,lantbrukare,man,,906916983202.0,1929.0,M,
sven_munke_7e5b85,Sven Munke,,0531874147598,391015fd-6277-4088-9443-a781bc9371ab,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,lantbrukare,man,,531874147598.0,1923.0,M,
sven-gosta_signell_6134e3,Sven-Gösta Signell,,0870877750104,1a5581c2-5545-4462-bfcb-f79f9bb55340,,Socialdemokraterna,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1982,1985,ombudsman,man,,870877750104.0,1929.0,S,
thage_g_peterson_6e2531,Thage G. Peterson,,0348268153001,8f2e7e89-a463-4a8d-9c3f-92a5fee81de1,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,statsråd,man,,348268153001.0,1933.0,S,
tommy_franzen_4721c7,Tommy Franzén,,0802410630201,a4c11445-1588-4807-aba3-5a31178e78b5,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1982,1985,elektriker,man,,802410630201.0,1938.0,V,
tore_claeson_3d5a55,Tore Claeson,,0990394636796,ba94c6f0-eaff-488a-8976-75044295f726,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1982,1985,hyresgästombudsman,man,,990394636796.0,1922.0,V,
torsten_karlsson_871e9f,Torsten Karlsson,,0522244736098,3144f8cc-d084-4fc4-84e4-f7eeb818977e,,Socialdemokraterna,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,metallarbetare,man,,522244736098.0,1923.0,S,
ulf_adelsohn_9d03bd,Ulf Adelsohn,,040421445103,c320b145-1ba4-4365-a996-7023c7080765,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,f.d. statsråd,man,,40421445103.0,1941.0,M,
ulla_tillander_24da5f,Ulla Tillander,,0252987797901,3c038c9c-30b3-4f8a-b5a9-0f058a508f52,,Centerpartiet,Centerpartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,f.d. statsråd,woman,,252987797901.0,1931.0,C,
wiggo_komstedt_f951e7,Wiggo Komstedt,,013600422205,79aaac3d-6ad9-4d25-932f-981099396012,,Moderaterna,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1982,1985,försäljningschef,man,,13600422205.0,1937.0,M,
wivi-anne_cederqvist_f04c16,Wivi-Anne Cederqvist,,0150538503507,2289b9e6-208b-43b7-b932-98846bc37cc8,,Socialdemokraterna,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1982,1985,arbetsförmedlare,woman,,150538503507.0,1932.0,S,
wivi-anne_radesjo_998b68,Wivi-Anne Radesjö,,0450899632600,5c3c5c1c-f1af-49de-bbad-3da4113a5aa3,,Socialdemokraterna,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,företagare,woman,,450899632600.0,1935.0,S,
yvonne_sandberg-fries_7fad0c,Yvonne Sandberg-Fries,,0844105199517,043102fb-6aa5-4077-855d-4699a0060879,,Socialdemokraterna,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1982,1985,avdelningschef,woman,,844105199517.0,1950.0,S,
ake_gustavsson_bc6b7b,Åke Gustavsson,,0794602231002,d7c318ab-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1982,1985,redaktör,man,,794602231002.0,1943.0,S,
ake_selberg_01cad9,Åke Selberg,,0365641780005,58a2e792-4509-4f8d-be18-64def59e3fb4,,Socialdemokraterna,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1982,1985,hemmansägare,man,,365641780005.0,1939.0,S,
ake_wictorsson_d6963b,Åke Wictorsson,,0304188758405,b4022c0f-476d-4bf7-872e-79e3249cde7e,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,politiker,man,,304188758405.0,1932.0,S,
agne_hansson_b9d8b6,Agne Hansson,,0274710563201,d7c318b7-83e4-11d4-ae60-0050040c9b55,,Centerpartiet,Centern,Kalmar län,Enkammarriksdagen,1985,1988,ämneslärare,man,,274710563201.0,1938.0,C,
aina_westin_beee1e,Aina Westin,,0503986647505,acbe3cb8-4ebe-4a08-9458-4f728cf799a6,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1985,1988,ombudsman,woman,,503986647505.0,1927.0,S,
alexander_chrisopoulos_731f58,Alexander Chrisopoulos,,0126791491904,f2e8d1ef-1422-4660-8c66-79e863a5e0a3,,Vänsterpartiet,Vänsterpartiet kommunisterna,Göteborgs kommun,Enkammarriksdagen,1985,1988,truckförare,man,,126791491904.0,1939.0,V,
alf_wennerfors_781d7d,Alf Wennerfors,,0126076270500,0d140de0-7f24-44bc-b969-93eeba629cff,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1985,1988,informationschef,man,,126076270500.0,1928.0,M,
allan_ekstrom_8a2480,Allan Ekström,,012786308404,4b8b217b-4c5e-46b3-90be-bda1f6bb7fad,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1985,1988,hovrättsråd,man,,12786308404.0,1927.0,M,
anders_bjorck_9d0a46,Anders Björck,,037063714405,d7c31814-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1985,1988,politiker,man,,37063714405.0,1944.0,M,
anita_brakenhielm_f4130c,Anita Bråkenhielm,,0510160730305,d433cbf6-fb33-49ed-a15e-ab66ec8e0362,,Moderaterna,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1985,1988,läkare,woman,,510160730305.0,1937.0,M,
anita_gradin_eb6b1e,Anita Gradin,,0905188835300,15f9fae0-36ef-4339-bb6b-8a40b759a846,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1985,1988,statsråd,woman,,905188835300.0,1933.0,S,
anita_modin_602368,Anita Modin,,0254461538904,cabbcd15-30c9-45d2-a17d-26b6bf1c0b3d,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1985,1988,förbundskassör,woman,,254461538904.0,1939.0,S,
anita_persson_06185a,Anita Persson,,0532121969806,2d4d119c-c6c1-4bc9-8e4a-0df0d26f6258,,Socialdemokraterna,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1985,1988,socialkamrer,woman,,532121969806.0,1939.0,S,
ann-cathrine_haglund_38ad40,Ann-Cathrine Haglund,,0333810623907,7edc7a27-ae2a-4906-aa83-99b5e0c55a91,,Moderaterna,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1985,1988,adjunkt,woman,,333810623907.0,1937.0,M,
anna-greta_leijon_8fb23b,Anna-Greta Leijon,,0885771106404,f9cb1d20-1f9d-4b5c-b92d-9342953b5d00,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1985,1988,statsråd,woman,,885771106404.0,1939.0,S,
anne_wibble_f8b334,Anne Wibble,,0201502585302,9f1bdb7f-5ff7-420e-bfd9-76527d5ce56c,,Liberalerna,Folkpartiet,Stockholms län,Enkammarriksdagen,1985,1988,bankofullmäktig,woman,,201502585302.0,1943.0,L,
arne_kjornsberg_048957,Arne Kjörnsberg,,0921939922800,d7c31963-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1985,1988,ombudsman,man,,921939922800.0,1936.0,S,
barbro_sandberg_a88d6c,Barbro Sandberg,,0311009915309,038e1436-c698-420d-b61b-363ace845f90,,Liberalerna,Folkpartiet,Uppsala län,Enkammarriksdagen,1985,1988,lärare,woman,,311009915309.0,1935.0,L,
bengt_harding_olson_633824,Bengt Harding Olson,,0764840691205,6fa12e07-4fd9-4d63-9129-ed1fd5610dc2,,Liberalerna,Folkpartiet,Kristianstads län,Enkammarriksdagen,1985,1988,åklagare,man,,764840691205.0,1937.0,L,
bengt_kindbom_63d7f0,Bengt Kindbom,,089241104007,da777434-929b-48b4-9760-5322fe497db5,,Centerpartiet,Centern,Skaraborgs län,Enkammarriksdagen,1985,1988,sekreterare,man,,89241104007.0,1940.0,C,
bengt_kronblad_a84054,Bengt Kronblad,,0110842257006,cfb750f2-ba4f-452d-a41d-1e18bdc9d44c,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1985,1988,ombudsman,man,,110842257006.0,1942.0,S,
bengt_westerberg_c9d9c2,Bengt Westerberg,,0630022377501,77f14a8c-4b7d-4c6a-8a12-1f1c9dd6060b,,Folkpartiet,Folkpartiet,Stockholms län,Enkammarriksdagen,1985,1988,partiordförande,man,,630022377501.0,1943.0,L,
bengt_wittbom_833f2c,Bengt Wittbom,,076794009304,c01d36c4-6cbd-4274-881a-5488451d2881,,Moderaterna,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1985,1988,platschef,man,,76794009304.0,1946.0,M,
berit_lofstedt_b9e36a,Berit Löfstedt,,0692993567203,097dc1b3-f0aa-4c0c-adbb-5b6775f2a5ef,,Socialdemokraterna,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1985,1988,ombudsman,woman,,692993567203.0,1946.0,S,
berit_oscarsson_f72536,Berit Oscarsson,,0144891150008,a4888127-feff-4143-aaeb-ddee590a4edc,,Socialdemokraterna,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1985,1988,studiesekreterare,woman,,144891150008.0,1940.0,S,
berndt_ekholm_62b341,Berndt Ekholm,,0610573125306,d7c31860-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1985,1988,arkitekt,man,,610573125306.0,1944.0,S,
bertil_fiskesjo_0f1ec1,Bertil Fiskesjö,,0213606215200,d3a67681-5a7f-444c-ae98-e8e19cc888d0,,Centerpartiet,Centern,Malmöhus län,Enkammarriksdagen,1985,1988,högskolelektor,man,,213606215200.0,1928.0,C,
bertil_jonasson_69b4fe,Bertil Jonasson,,0742132383497,73896325-1c65-4f29-86a6-2757ca109181,,Centerpartiet,Centern,Värmlands län,Enkammarriksdagen,1985,1988,småbrukare,man,,742132383497.0,1918.0,C,
bertil_mabrink_e0821f,Bertil Måbrink,,0519019074802,9a5e3355-25f3-4104-83f5-24d14b39b3fa,,Vänsterpartiet,Vänsterpartiet kommunisterna,Gävleborgs län,Enkammarriksdagen,1985,1988,ombudsman,man,,519019074802.0,1936.0,V,
birger_hagard_277ff2,Birger Hagård,,0213468747208,43b9c023-c94b-4a93-8b3b-49ee25312845,,Moderaterna,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1985,1988,universitetslektor,man,,213468747208.0,1932.0,M,
birger_rosqvist_25d24e,Birger Rosqvist,,0525247903009,2e3ece4d-e657-4799-8a07-5977ee16548e,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1985,1988,mästerlots,man,,525247903009.0,1930.0,S,
birgit_friggebo_acb111,Birgit Friggebo,,0841802782704,86ede181-ed79-4433-8d74-c7aef4ee6d68,,Liberalerna,Folkpartiet,Stockholms kommun,Enkammarriksdagen,1985,1988,riksgäldsfullmäktig,woman,,841802782704.0,1941.0,L,
birgitta_hambraeus_21d75b,Birgitta Hambraeus,,0409817272107,368e7b12-8b97-4c0e-8550-3616a58f8329,,Centerpartiet,Centern,Kopparbergs län,Enkammarriksdagen,1985,1988,filosofie kandidat,woman,,409817272107.0,1930.0,C,
birgitta_rydle_e15a71,Birgitta Rydle,,0420946896300,f010d242-564a-4e5d-b4cc-26e849b4ca0a,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1985,1988,ämneslärare,woman,,420946896300.0,1928.0,M,
birthe_sorestedt_dbb3ac,Birthe Sörestedt,,0753292035001,10e79be0-cc44-4287-97e6-dc6a12775c9f,,Socialdemokraterna,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1985,1988,socionom,woman,,753292035001.0,1943.0,S,
bjorn_korlof_127754,Björn Körlof,,0314783996006,118602db-5511-4253-b79a-cc4e38716bf1,,Moderaterna,Moderata samlingspartiet,Kopparbergs län,Enkammarriksdagen,1985,1988,departementssekr.,man,,314783996006.0,1944.0,M,
blenda_littmarck_3e2d0f,Blenda Littmarck,,0665721749890,e5caf488-96b7-4b20-9182-45649b319970,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1985,1988,politiker,woman,,665721749890.0,1916.0,M,
bo_finnkvist_b7963b,Bo Finnkvist,,0717130693403,951a7bcc-a43f-4b3f-b02d-f3ffc8c6b1bf,,Socialdemokraterna,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1985,1988,järnbruksarbetare,man,,717130693403.0,1939.0,S,
bo_forslund_d263ef,Bo Forslund,,0543481046604,811f4806-246e-4c42-ad03-dfa921307565,,Socialdemokraterna,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1985,1988,ombudsman,man,,543481046604.0,1939.0,S,
bo_hammar_716211,Bo Hammar,,0555321980101,5f2d855a-ebe0-46c2-8fe5-79b08b40e930,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1985,1988,redaktör,man,,555321980101.0,1941.0,V,
britta_bjelle_91eee6,Britta Bjelle,,0702441395302,dbbb888b-b6f8-4e2c-84a3-36adbf2e541d,,Liberalerna,Folkpartiet,Norrbottens län,Enkammarriksdagen,1985,1988,distriktsåklagare,woman,,702441395302.0,1941.0,L,
britta_hammarbacken_9e7936,Britta Hammarbacken,,0895238225703,3047a9fd-324d-44cb-ad9b-ba29e574b4f3,,Centerpartiet,Centern,Örebro län,Enkammarriksdagen,1985,1988,leg. sjuksköterska,woman,,895238225703.0,1934.0,C,
britta_sundin_9e9116,Britta Sundin,,0401289742306,f29da426-dcf0-49bf-9798-9b8f304e85fc,,Socialdemokraterna,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1985,1988,kontorist,woman,,401289742306.0,1934.0,S,
bruno_poromaa_170d92,Bruno Poromaa,,0167049231801,c5151c6d-77f1-4a2a-ad0b-b567ed77f904,,Socialdemokraterna,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1985,1988,gruvarbetare,man,,167049231801.0,1936.0,S,
borje_hornlund_6846a2,Börje Hörnlund,,0525479453308,47d95d83-f0ae-4ce5-a36a-c735a4a2b8b4,,Centerpartiet,Centern,Västerbottens län,Enkammarriksdagen,1985,1988,skogsmästare,man,,525479453308.0,1935.0,C,
borje_stensson_964160,Börje Stensson,,0643205912808,2adbe018-4544-4c42-9d0a-7bb98ab4edea,,Liberalerna,Folkpartiet,Östergötlands län,Enkammarriksdagen,1985,1988,rektor,man,,643205912808.0,1925.0,L,
carl-johan_wilson_0609c2,Carl-Johan Wilson,,019228697303,f0b94478-b48e-4e81-a879-860042bd175e,,Liberalerna,Folkpartiet,Jönköpings län,Enkammarriksdagen,1985,1988,förlagsredaktör,man,,19228697303.0,1934.0,L,
catarina_ronnung_3e9a15,Catarina Rönnung,,0634320940409,7430c407-d156-4903-9a76-8f6d9a2ec691,,Socialdemokraterna,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1985,1988,folkhögskollärare,woman,,634320940409.0,1938.0,S,
charlotte_branting_85395e,Charlotte Branting,,0139582082909,82c04123-e305-41c5-b669-ebb1ad8ff413,,Liberalerna,Folkpartiet,Kronobergs län,Enkammarriksdagen,1985,1988,lärare,woman,,139582082909.0,1943.0,L,
christer_eirefelt_b95769,Christer Eirefelt,,0593022437106,7ab4f92d-6523-4a5d-bf1b-f56daab695d7,,Liberalerna,Folkpartiet,Hallands län,Enkammarriksdagen,1985,1988,byggnadstekniker,man,,593022437106.0,1942.0,L,
daniel_tarschys_71eb8b,Daniel Tarschys,,0316572054501,849460e3-cfac-43fa-a407-61bd0dabbe6c,,Liberalerna,Folkpartiet,Stockholms län,Enkammarriksdagen,1985,1988,professor,man,,316572054501.0,1943.0,L,
doris_havik_ec7642,Doris Håvik,,017025148404,749228a7-0088-44d6-9535-f463c7cb0b66,,Socialdemokraterna,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1985,1988,assistent,woman,,17025148404.0,1924.0,S,
elisabeth_fleetwood_b826ff,Elisabeth Fleetwood,,0200426688007,d7c31879-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1985,1988,adjunkt,woman,,200426688007.0,1927.0,M,
elver_jonsson_e67379,Elver Jonsson,,088849148003,d7c3192e-83e4-11d4-ae60-0050040c9b55,,Liberalerna,Folkpartiet,Älvsborgs läns norra,Enkammarriksdagen,1985,1988,brevbärare,man,,88849148003.0,1936.0,L,
elving_andersson_f8dabf,Elving Andersson,,0843906295410,d78d353b-a801-4cfd-804e-00853d78f515,,Centerpartiet,Centern,Bohuslän,Enkammarriksdagen,1985,1988,ombudsman,man,,843906295410.0,1953.0,C,
erik_holmkvist_2cb6a0,Erik Holmkvist,,0691717205205,d9d33129-52ca-47c9-87d3-a932370f3908,,Moderaterna,Moderata samlingspartiet,Norrbottens län,Enkammarriksdagen,1985,1988,företagare,man,,691717205205.0,1929.0,M,
erik_hovhammar_c9c444,Erik Hovhammar,,0207814508895,2d957933-bddd-4f9a-ab27-7807017c01b4,,Moderaterna,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1985,1988,riksgäldsfullmäktig,man,,207814508895.0,1922.0,M,
erling_bager_58d0ef,Erling Bager,,0117613859601,2fa23e0f-5bae-4ab4-903f-ac4244b68a83,,Liberalerna,Folkpartiet,Göteborgs kommun,Enkammarriksdagen,1985,1988,ingenjör,man,,117613859601.0,1946.0,L,
evert_hedberg_59dbe0,Evert Hedberg,,0293624556396,b7e8226e-769a-405a-b6b1-c39361c92915,,Socialdemokraterna,Socialdemokraterna,Hallands län,Enkammarriksdagen,1985,1988,ombudsman,man,,293624556396.0,1922.0,S,
evert_svensson_968d24,Evert Svensson,,0859925892507,2ff0e702-7aa1-4b97-bfbd-1741c03bc1dc,,Socialdemokraterna,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1985,1988,socionom,man,,859925892507.0,1925.0,S,
ewa_hedkvist_petersen_9cabcb,Ewa Hedkvist Petersen,,033486567915,ceabeb38-0df5-45ea-9431-ed3ca71fd1fd,,Socialdemokraterna,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1985,1988,familjerättssekreterare,woman,,33486567915.0,1952.0,S,
ewy_moller_4d3f7d,Ewy Möller,,0326516425507,522c4140-cf4e-4475-84c9-7ebdc4f31743,,Moderaterna,Moderata samlingspartiet,Kalmar län,Enkammarriksdagen,1985,1988,,woman,,326516425507.0,1927.0,M,
filip_fridolfsson_46a44f,Filip Fridolfsson,,0658894113791,dec6739e-f7b7-49d2-bae3-c6ff711747ef,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1985,1988,fabrikör,man,,658894113791.0,1923.0,M,
gertrud_sigurdsen_b2d802,Gertrud Sigurdsen,,0120834418997,067ebc4c-48b5-447e-bcf8-93537b956bd8,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1985,1988,statsråd,woman,,120834418997.0,1923.0,S,
grethe_lundblad_d6bd52,Grethe Lundblad,,0319345085107,440ff27b-17b9-4cbc-92d8-90b3add51a72,,Socialdemokraterna,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1985,1988,socialinspektör,woman,,319345085107.0,1925.0,S,
gudrun_norberg_d227f6,Gudrun Norberg,,0573810408500,32761a0a-1230-42b7-aa34-d3e8c5c98fec,,Liberalerna,Folkpartiet,Örebro län,Enkammarriksdagen,1985,1988,kommunalråd,woman,,573810408500.0,1938.0,L,
gullan_lindblad_925e99,Gullan Lindblad,,0816308745507,fac39db5-2166-4340-a368-5065f9921e78,,Moderaterna,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1985,1988,sjuksköterska,woman,,816308745507.0,1932.0,M,
gunhild_bolander_62f1d6,Gunhild Bolander,,0306428620407,aa97a0b6-6038-45d8-95a7-c6c21de0777a,,Centerpartiet,Centern,Gotlands län,Enkammarriksdagen,1985,1988,ombudsman,woman,,306428620407.0,1932.0,C,
gunnar_hokmark_ab47fc,Gunnar Hökmark,ghokmark,0584386800218,d7c318fb-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1985,1988,civilekonom,man,,584386800218.0,1952.0,M,
gunnar_thollander_fa0091,Gunnar Thollander,,0149848066801,8f27c8c1-f851-4bc2-80ee-08210fe94b1f,,Socialdemokraterna,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1985,1988,instruktör,man,,149848066801.0,1933.0,S,
gunnel_jonang_0b37bc,Gunnel Jonäng,,0373453467292,020002b4-615b-462a-b76e-c03008f64bcf,,Centerpartiet,Centern,Gävleborgs län,Enkammarriksdagen,1985,1988,studieinstruktör,woman,,373453467292.0,1921.0,C,
gunnel_liljegren_639eb9,Gunnel Liljegren,,0888276520804,641dd3a4-1655-431e-8625-afb6f451d575,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1985,1988,adjunkt,woman,,888276520804.0,1927.0,M,
gustav_persson_eb0fa4,Gustav Persson,,0852225600309,562a41b3-50e7-45ee-af5d-6865963ffbda,,Socialdemokraterna,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1985,1988,,man,,852225600309.0,1925.0,S,
goran_allmer_f1d6f9,Göran Allmér,,0369065037402,41587b4a-09fd-4ea8-964c-3de7e1526702,,Moderaterna,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,1985,1988,rektor,man,,369065037402.0,1926.0,M,
